state,year,quarter,entity_name,insurance_amount
dadra-&-nagar-haveli-&-daman-&-diu,2024,3,362540,2310.0
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,396230,981897.0
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,396210,449237.0
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,396215,290639.0
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,396235,192764.0
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,396193,178879.0
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,396240,141022.0
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,362520,36616.0
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,396220,8125.0
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,362540,7060.0
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,362570,6290.0
delhi,2020,2,110059,132104.0
delhi,2020,2,110092,94570.0
delhi,2020,2,110096,52930.0
delhi,2020,2,110085,48400.0
delhi,2020,2,110019,46226.0
delhi,2020,2,110017,45685.0
delhi,2020,2,110084,43752.0
delhi,2020,2,110044,42495.0
delhi,2020,2,110062,42340.0
delhi,2020,2,110086,42750.0
delhi,2020,3,110059,95078.0
delhi,2020,3,110092,80669.0
delhi,2020,3,110086,59852.0
delhi,2020,3,110043,100995.0
delhi,2020,3,110044,59264.0
delhi,2020,3,110041,68717.0
delhi,2020,3,110096,43838.0
delhi,2020,3,110084,39117.0
delhi,2020,3,110085,39935.0
delhi,2020,3,110053,40223.0
delhi,2020,4,110059,315637.0
delhi,2020,4,110092,271268.0
delhi,2020,4,110044,256960.0
delhi,2020,4,110086,260858.0
delhi,2020,4,110043,250896.0
delhi,2020,4,110094,211817.0
delhi,2020,4,110085,193668.0
delhi,2020,4,110096,166477.0
delhi,2020,4,110041,189517.0
delhi,2020,4,110042,179595.0
delhi,2021,1,110059,446103.0
delhi,2021,1,110092,261235.0
delhi,2021,1,110044,241775.0
delhi,2021,1,110086,337731.0
delhi,2021,1,110042,278379.0
delhi,2021,1,110094,245282.0
delhi,2021,1,110041,232913.0
delhi,2021,1,110043,235734.0
delhi,2021,1,110006,176150.0
delhi,2021,1,110096,189781.0
delhi,2021,2,110042,537398.0
delhi,2021,2,110059,573763.0
delhi,2021,2,110092,288510.0
delhi,2021,2,110086,302195.0
delhi,2021,2,110084,274710.0
delhi,2021,2,110053,240811.0
delhi,2021,2,110043,316063.0
delhi,2021,2,110044,270505.0
delhi,2021,2,110096,236191.0
delhi,2021,2,110041,255416.0
delhi,2021,3,110059,607891.0
delhi,2021,3,110084,417715.0
delhi,2021,3,110053,417908.0
delhi,2021,3,110092,483473.0
delhi,2021,3,110086,383219.0
delhi,2021,3,110044,407754.0
delhi,2021,3,110042,400671.0
delhi,2021,3,110041,405874.0
delhi,2021,3,110094,328622.0
delhi,2021,3,110043,414698.0
delhi,2021,4,110059,1603319.0
delhi,2021,4,110086,1265728.0
delhi,2021,4,110042,1032161.0
delhi,2021,4,110084,830248.0
delhi,2021,4,110092,1118417.0
delhi,2021,4,110041,1063461.0
delhi,2021,4,110044,992235.0
delhi,2021,4,110053,832010.0
delhi,2021,4,110085,919771.0
delhi,2021,4,110094,864445.0
delhi,2022,1,110059,1666849.0
delhi,2022,1,110086,1163190.0
delhi,2022,1,110044,957043.0
delhi,2022,1,110092,979409.0
delhi,2022,1,110041,1005109.0
delhi,2022,1,110043,1053890.0
delhi,2022,1,110042,935028.0
delhi,2022,1,110094,806490.0
delhi,2022,1,110085,914547.0
delhi,2022,1,110053,730723.0
delhi,2022,2,110059,1297001.0
delhi,2022,2,110092,962652.0
delhi,2022,2,110086,900767.0
delhi,2022,2,110044,801170.0
delhi,2022,2,110085,977990.0
delhi,2022,2,110094,789641.0
delhi,2022,2,110041,778473.0
delhi,2022,2,110043,989154.0
delhi,2022,2,110053,699931.0
delhi,2022,2,110096,670478.0
delhi,2022,3,110059,1670765.0
delhi,2022,3,110092,1349328.0
delhi,2022,3,110086,1185432.0
delhi,2022,3,110044,1112755.0
delhi,2022,3,110041,1165139.0
delhi,2022,3,110096,994317.0
delhi,2022,3,110043,1203191.0
delhi,2022,3,110094,887648.0
delhi,2022,3,110053,855137.0
delhi,2022,3,110042,918820.0
delhi,2022,4,110059,2407623.0
delhi,2022,4,110086,1797044.0
delhi,2022,4,110092,1728566.0
delhi,2022,4,110041,1536997.0
delhi,2022,4,110042,1461062.0
delhi,2022,4,110044,1439637.0
delhi,2022,4,110085,1658187.0
delhi,2022,4,110053,1400625.0
delhi,2022,4,110094,1526454.0
delhi,2022,4,110043,1492359.0
delhi,2023,1,110059,2506005.0
delhi,2023,1,110092,1925391.0
delhi,2023,1,110086,1617466.0
delhi,2023,1,110037,1197159.0
delhi,2023,1,110085,1717697.0
delhi,2023,1,110041,1521401.0
delhi,2023,1,110044,1401552.0
delhi,2023,1,110053,1311678.0
delhi,2023,1,110094,1551284.0
delhi,2023,1,110042,1272110.0
delhi,2023,2,110059,2338495.0
delhi,2023,2,110092,1759406.0
delhi,2023,2,110086,1465307.0
delhi,2023,2,110085,1511331.0
delhi,2023,2,110041,1345650.0
delhi,2023,2,110044,1242189.0
delhi,2023,2,110042,1210915.0
delhi,2023,2,110043,1383351.0
delhi,2023,2,110053,1182981.0
delhi,2023,2,110094,1126020.0
delhi,2023,3,110059,2377598.0
delhi,2023,3,110092,1919097.0
delhi,2023,3,110086,1482945.0
delhi,2023,3,110044,1416839.0
delhi,2023,3,110041,1555617.0
delhi,2023,3,110085,1535818.0
delhi,2023,3,110094,1157707.0
delhi,2023,3,110096,1215766.0
delhi,2023,3,110042,1238058.0
delhi,2023,3,110043,1349207.0
delhi,2023,4,110059,3163916.0
delhi,2023,4,110044,1969968.0
delhi,2023,4,110092,2155091.0
delhi,2023,4,110041,1878694.0
delhi,2023,4,110086,1830984.0
delhi,2023,4,110094,1762226.0
delhi,2023,4,110043,2202398.0
delhi,2023,4,110053,1753447.0
delhi,2023,4,110042,1769887.0
delhi,2023,4,110085,2064483.0
delhi,2024,1,110059,3264956.0
delhi,2024,1,110092,2379116.0
delhi,2024,1,110044,2116182.0
delhi,2024,1,110086,1834903.0
delhi,2024,1,110041,1979240.0
delhi,2024,1,110094,1698267.0
delhi,2024,1,110053,1630415.0
delhi,2024,1,110043,1978352.0
delhi,2024,1,110042,1711153.0
delhi,2024,1,110085,1936596.0
delhi,2024,2,110059,2783459.0
delhi,2024,2,110092,2078942.0
delhi,2024,2,110086,1820578.0
delhi,2024,2,110044,1663990.0
delhi,2024,2,110041,1614578.0
delhi,2024,2,110042,1600511.0
delhi,2024,2,110053,1449669.0
delhi,2024,2,110006,1473676.0
delhi,2024,2,110043,1825163.0
delhi,2024,2,110085,1774130.0
delhi,2024,3,110059,2779253.0
delhi,2024,3,110092,2181955.0
delhi,2024,3,110044,1929193.0
delhi,2024,3,110094,1893888.0
delhi,2024,3,110086,1850665.0
delhi,2024,3,110043,1958211.0
delhi,2024,3,110041,1593328.0
delhi,2024,3,110085,2114775.0
delhi,2024,3,110084,1344641.0
delhi,2024,3,110037,1782688.0
delhi,2024,4,110059,3658733.0
delhi,2024,4,110092,2884526.0
delhi,2024,4,110044,2671177.0
delhi,2024,4,110086,2533106.0
delhi,2024,4,110094,2591430.0
delhi,2024,4,110041,2371739.0
delhi,2024,4,110084,2287006.0
delhi,2024,4,110043,2579635.0
delhi,2024,4,110085,2406049.0
delhi,2024,4,110042,1933279.0
goa,2020,2,403601,4660.0
goa,2020,2,403521,3388.0
goa,2020,2,403602,2778.0
goa,2020,2,403006,3465.0
goa,2020,2,403507,2926.0
goa,2020,2,403004,2084.0
goa,2020,2,403001,2274.0
goa,2020,2,403802,2471.0
goa,2020,2,403706,2490.0
goa,2020,2,403722,2505.0
goa,2020,3,403722,15935.0
goa,2020,3,403401,14463.0
goa,2020,3,403001,10974.0
goa,2020,3,403507,9306.0
goa,2020,3,403601,11499.0
goa,2020,3,403521,6878.0
goa,2020,3,403602,7804.0
goa,2020,3,403802,7126.0
goa,2020,3,403710,7049.0
goa,2020,3,403515,4236.0
goa,2020,4,403722,34732.0
goa,2020,4,403001,39539.0
goa,2020,4,403802,22652.0
goa,2020,4,403601,35110.0
goa,2020,4,403401,40559.0
goa,2020,4,403507,36224.0
goa,2020,4,403516,20796.0
goa,2020,4,403509,24208.0
goa,2020,4,403521,10051.0
goa,2020,4,403505,16737.0
goa,2021,1,403601,59277.0
goa,2021,1,403001,38372.0
goa,2021,1,403507,67516.0
goa,2021,1,403722,24971.0
goa,2021,1,403401,36200.0
goa,2021,1,403516,25012.0
goa,2021,1,403802,21472.0
goa,2021,1,403509,27152.0
goa,2021,1,403707,29584.0
goa,2021,1,403801,31877.0
goa,2021,2,403601,73045.0
goa,2021,2,403401,71540.0
goa,2021,2,403802,64758.0
goa,2021,2,403001,35277.0
goa,2021,2,403507,32351.0
goa,2021,2,403722,26192.0
goa,2021,2,403005,29269.0
goa,2021,2,403710,22519.0
goa,2021,2,403602,29561.0
goa,2021,2,403801,19593.0
goa,2021,3,403601,65102.0
goa,2021,3,403401,89579.0
goa,2021,3,403507,107297.0
goa,2021,3,403722,68391.0
goa,2021,3,403001,53010.0
goa,2021,3,403802,29680.0
goa,2021,3,403703,48099.0
goa,2021,3,403521,43980.0
goa,2021,3,403602,21482.0
goa,2021,3,403801,29648.0
goa,2021,4,403001,139568.0
goa,2021,4,403601,145790.0
goa,2021,4,403401,160474.0
goa,2021,4,403802,100303.0
goa,2021,4,403722,101050.0
goa,2021,4,403507,86071.0
goa,2021,4,403521,76678.0
goa,2021,4,403710,50539.0
goa,2021,4,403005,50386.0
goa,2021,4,403801,52381.0
goa,2022,1,403601,260595.0
goa,2022,1,403802,151665.0
goa,2022,1,403401,226170.0
goa,2022,1,403001,168984.0
goa,2022,1,403507,174418.0
goa,2022,1,403722,149976.0
goa,2022,1,403801,89472.0
goa,2022,1,403521,83359.0
goa,2022,1,403516,88689.0
goa,2022,1,403602,71594.0
goa,2022,2,403001,321819.0
goa,2022,2,403601,310957.0
goa,2022,2,403401,259002.0
goa,2022,2,403507,244914.0
goa,2022,2,403802,184975.0
goa,2022,2,403801,156676.0
goa,2022,2,403722,158173.0
goa,2022,2,403516,225662.0
goa,2022,2,403521,136042.0
goa,2022,2,403512,193606.0
goa,2022,3,403601,313674.0
goa,2022,3,403401,233899.0
goa,2022,3,403001,195007.0
goa,2022,3,403802,162127.0
goa,2022,3,403507,229440.0
goa,2022,3,403722,124075.0
goa,2022,3,403521,95744.0
goa,2022,3,403801,101543.0
goa,2022,3,403516,138379.0
goa,2022,3,403602,70585.0
goa,2022,4,403401,429318.0
goa,2022,4,403601,345017.0
goa,2022,4,403001,309359.0
goa,2022,4,403802,267682.0
goa,2022,4,403507,294146.0
goa,2022,4,403722,196731.0
goa,2022,4,403521,208866.0
goa,2022,4,403516,221272.0
goa,2022,4,403801,137988.0
goa,2022,4,403512,158913.0
goa,2023,1,403601,406884.0
goa,2023,1,403001,295645.0
goa,2023,1,403401,342062.0
goa,2023,1,403802,227616.0
goa,2023,1,403722,220875.0
goa,2023,1,403507,243917.0
goa,2023,1,403801,178910.0
goa,2023,1,403516,187933.0
goa,2023,1,403521,160349.0
goa,2023,1,403726,189820.0
goa,2023,2,403601,445452.0
goa,2023,2,403001,328923.0
goa,2023,2,403401,368466.0
goa,2023,2,403802,254921.0
goa,2023,2,403507,301344.0
goa,2023,2,403722,206974.0
goa,2023,2,403801,176801.0
goa,2023,2,403521,166139.0
goa,2023,2,403516,207813.0
goa,2023,2,403512,225847.0
goa,2023,3,403601,338515.0
goa,2023,3,403001,360654.0
goa,2023,3,403401,348103.0
goa,2023,3,403802,209792.0
goa,2023,3,403507,234553.0
goa,2023,3,403722,209962.0
goa,2023,3,403801,152148.0
goa,2023,3,403521,201218.0
goa,2023,3,403516,177666.0
goa,2023,3,403710,99582.0
goa,2023,4,403601,571634.0
goa,2023,4,403001,410804.0
goa,2023,4,403401,427814.0
goa,2023,4,403802,288842.0
goa,2023,4,403507,299285.0
goa,2023,4,403722,220652.0
goa,2023,4,403801,205924.0
goa,2023,4,403516,283705.0
goa,2023,4,403521,224624.0
goa,2023,4,403710,136818.0
goa,2024,1,403601,475167.0
goa,2024,1,403401,383351.0
goa,2024,1,403001,395765.0
goa,2024,1,403507,312632.0
goa,2024,1,403722,297156.0
goa,2024,1,403802,256084.0
goa,2024,1,403516,277801.0
goa,2024,1,403801,239617.0
goa,2024,1,403521,184778.0
goa,2024,1,403710,195662.0
goa,2024,2,403601,557999.0
goa,2024,2,403507,367357.0
goa,2024,2,403001,414095.0
goa,2024,2,403401,349903.0
goa,2024,2,403802,257762.0
goa,2024,2,403801,203598.0
goa,2024,2,403722,232886.0
goa,2024,2,403516,281171.0
goa,2024,2,403521,249722.0
goa,2024,2,403512,190337.0
goa,2024,3,403601,454922.0
goa,2024,3,403802,411663.0
goa,2024,3,403507,538940.0
goa,2024,3,403001,349995.0
goa,2024,3,403401,295934.0
goa,2024,3,403516,427117.0
goa,2024,3,403722,250598.0
goa,2024,3,403501,193739.0
goa,2024,3,403602,218402.0
goa,2024,3,403707,209003.0
goa,2024,4,403601,549414.0
goa,2024,4,403507,465694.0
goa,2024,4,403802,480595.0
goa,2024,4,403401,467674.0
goa,2024,4,403516,556300.0
goa,2024,4,403001,441785.0
goa,2024,4,403722,278667.0
goa,2024,4,403501,278367.0
goa,2024,4,403710,164681.0
goa,2024,4,403801,188217.0
gujarat,2020,2,360311,24744.0
gujarat,2020,2,382481,27390.0
gujarat,2020,2,395006,21058.0
gujarat,2020,2,380013,21249.0
gujarat,2020,2,380015,19308.0
gujarat,2020,2,394510,17771.0
gujarat,2020,2,382350,19513.0
gujarat,2020,2,395010,16507.0
gujarat,2020,2,382345,17013.0
gujarat,2020,2,395009,15175.0
gujarat,2020,3,395006,58537.0
gujarat,2020,3,395010,61647.0
gujarat,2020,3,394210,36716.0
gujarat,2020,3,389350,48132.0
gujarat,2020,3,396191,37335.0
gujarat,2020,3,384265,32273.0
gujarat,2020,3,395004,30135.0
gujarat,2020,3,382481,34445.0
gujarat,2020,3,370511,31913.0
gujarat,2020,3,380015,30494.0
gujarat,2020,4,395006,149132.0
gujarat,2020,4,395010,81134.0
gujarat,2020,4,394210,105200.0
gujarat,2020,4,382481,81596.0
gujarat,2020,4,395012,64512.0
gujarat,2020,4,396191,80206.0
gujarat,2020,4,395004,60391.0
gujarat,2020,4,393002,71521.0
gujarat,2020,4,382350,61871.0
gujarat,2020,4,389350,52075.0
gujarat,2021,1,395010,133115.0
gujarat,2021,1,395006,114498.0
gujarat,2021,1,394210,117945.0
gujarat,2021,1,396191,78361.0
gujarat,2021,1,393001,88942.0
gujarat,2021,1,395003,85087.0
gujarat,2021,1,382345,116229.0
gujarat,2021,1,395002,81620.0
gujarat,2021,1,394230,90744.0
gujarat,2021,1,382350,56925.0
gujarat,2021,2,395006,114635.0
gujarat,2021,2,394210,154102.0
gujarat,2021,2,395010,171425.0
gujarat,2021,2,396191,123514.0
gujarat,2021,2,382350,79080.0
gujarat,2021,2,392130,82823.0
gujarat,2021,2,395012,69297.0
gujarat,2021,2,382415,70366.0
gujarat,2021,2,393001,95953.0
gujarat,2021,2,385001,62872.0
gujarat,2021,3,395010,263796.0
gujarat,2021,3,394210,214199.0
gujarat,2021,3,395006,131234.0
gujarat,2021,3,395003,127836.0
gujarat,2021,3,382350,121111.0
gujarat,2021,3,394221,128167.0
gujarat,2021,3,382415,132989.0
gujarat,2021,3,395002,146101.0
gujarat,2021,3,396191,170283.0
gujarat,2021,3,395009,147974.0
gujarat,2021,4,394210,399641.0
gujarat,2021,4,396191,403351.0
gujarat,2021,4,395010,374092.0
gujarat,2021,4,395006,308398.0
gujarat,2021,4,380008,181475.0
gujarat,2021,4,382345,220890.0
gujarat,2021,4,382350,258982.0
gujarat,2021,4,382330,254861.0
gujarat,2021,4,382415,181874.0
gujarat,2021,4,382481,208446.0
gujarat,2022,1,394210,603510.0
gujarat,2022,1,395010,442586.0
gujarat,2022,1,396191,394832.0
gujarat,2022,1,382350,429910.0
gujarat,2022,1,395006,381085.0
gujarat,2022,1,382415,400080.0
gujarat,2022,1,395003,307876.0
gujarat,2022,1,380001,245454.0
gujarat,2022,1,382330,363970.0
gujarat,2022,1,380013,323052.0
gujarat,2022,2,394210,652988.0
gujarat,2022,2,395010,488709.0
gujarat,2022,2,395006,432554.0
gujarat,2022,2,395003,390059.0
gujarat,2022,2,382415,407746.0
gujarat,2022,2,396191,478286.0
gujarat,2022,2,395002,340006.0
gujarat,2022,2,395007,398670.0
gujarat,2022,2,382350,320718.0
gujarat,2022,2,394221,249427.0
gujarat,2022,3,395010,684259.0
gujarat,2022,3,394210,709066.0
gujarat,2022,3,395006,601557.0
gujarat,2022,3,382415,558917.0
gujarat,2022,3,395003,440524.0
gujarat,2022,3,395007,499763.0
gujarat,2022,3,396191,508247.0
gujarat,2022,3,382350,459141.0
gujarat,2022,3,395002,363643.0
gujarat,2022,3,382481,410861.0
gujarat,2022,4,394210,769818.0
gujarat,2022,4,395010,732250.0
gujarat,2022,4,396191,842130.0
gujarat,2022,4,395006,690879.0
gujarat,2022,4,382415,535626.0
gujarat,2022,4,395003,437321.0
gujarat,2022,4,382350,632516.0
gujarat,2022,4,382481,628046.0
gujarat,2022,4,382330,538358.0
gujarat,2022,4,380058,503890.0
gujarat,2023,1,394210,1073416.0
gujarat,2023,1,395010,857535.0
gujarat,2023,1,395006,670206.0
gujarat,2023,1,395007,608545.0
gujarat,2023,1,395003,516547.0
gujarat,2023,1,394221,463064.0
gujarat,2023,1,395002,449111.0
gujarat,2023,1,396191,616275.0
gujarat,2023,1,394230,409772.0
gujarat,2023,1,382345,575965.0
gujarat,2023,2,395010,714994.0
gujarat,2023,2,394210,653790.0
gujarat,2023,2,395006,564875.0
gujarat,2023,2,396191,662391.0
gujarat,2023,2,382350,532958.0
gujarat,2023,2,382415,558684.0
gujarat,2023,2,395003,466395.0
gujarat,2023,2,382481,588420.0
gujarat,2023,2,382330,596709.0
gujarat,2023,2,395007,520101.0
gujarat,2023,3,395006,1257464.0
gujarat,2023,3,395010,1163669.0
gujarat,2023,3,394210,1192187.0
gujarat,2023,3,395003,797374.0
gujarat,2023,3,395004,770323.0
gujarat,2023,3,395002,598001.0
gujarat,2023,3,382350,804798.0
gujarat,2023,3,382415,792375.0
gujarat,2023,3,395007,762069.0
gujarat,2023,3,396191,809380.0
gujarat,2023,4,394210,966984.0
gujarat,2023,4,395010,1044876.0
gujarat,2023,4,396191,1034784.0
gujarat,2023,4,395006,960206.0
gujarat,2023,4,382481,749838.0
gujarat,2023,4,382415,740155.0
gujarat,2023,4,382350,756630.0
gujarat,2023,4,395007,672598.0
gujarat,2023,4,395003,536867.0
gujarat,2023,4,382330,765464.0
gujarat,2024,1,394210,948851.0
gujarat,2024,1,395010,920109.0
gujarat,2024,1,395006,741317.0
gujarat,2024,1,396191,900153.0
gujarat,2024,1,395003,561440.0
gujarat,2024,1,394230,453830.0
gujarat,2024,1,395007,634417.0
gujarat,2024,1,395002,499075.0
gujarat,2024,1,394221,418678.0
gujarat,2024,1,382415,599601.0
gujarat,2024,2,394210,1148145.0
gujarat,2024,2,395010,1001171.0
gujarat,2024,2,395006,861618.0
gujarat,2024,2,396191,934430.0
gujarat,2024,2,382415,881580.0
gujarat,2024,2,360004,688481.0
gujarat,2024,2,395007,701580.0
gujarat,2024,2,382350,845310.0
gujarat,2024,2,382481,877628.0
gujarat,2024,2,395003,550802.0
gujarat,2024,3,394210,1031350.0
gujarat,2024,3,395010,971105.0
gujarat,2024,3,395006,852008.0
gujarat,2024,3,382415,919818.0
gujarat,2024,3,382330,913827.0
gujarat,2024,3,382445,740466.0
gujarat,2024,3,380001,683726.0
gujarat,2024,3,395002,574809.0
gujarat,2024,3,382350,772153.0
gujarat,2024,3,360004,668172.0
gujarat,2024,4,394210,1368815.0
gujarat,2024,4,395010,1385731.0
gujarat,2024,4,382415,1369467.0
gujarat,2024,4,380001,1093880.0
gujarat,2024,4,382330,1439945.0
gujarat,2024,4,395006,1081777.0
gujarat,2024,4,382445,1076629.0
gujarat,2024,4,382350,1080837.0
gujarat,2024,4,395002,749953.0
gujarat,2024,4,396191,1031965.0
haryana,2020,2,122001,93975.0
haryana,2020,2,122006,51995.0
haryana,2020,2,132001,42325.0
haryana,2020,2,121004,43674.0
haryana,2020,2,122002,35989.0
haryana,2020,2,122003,32786.0
haryana,2020,2,121003,36173.0
haryana,2020,2,121001,35036.0
haryana,2020,2,123401,30644.0
haryana,2020,2,122017,24199.0
haryana,2020,3,122001,74622.0
haryana,2020,3,121003,66186.0
haryana,2020,3,121004,56317.0
haryana,2020,3,121001,57050.0
haryana,2020,3,122006,47470.0
haryana,2020,3,123401,54342.0
haryana,2020,3,122002,33926.0
haryana,2020,3,121102,39499.0
haryana,2020,3,122051,31924.0
haryana,2020,3,121002,48557.0
haryana,2020,4,122001,270525.0
haryana,2020,4,121003,242149.0
haryana,2020,4,121001,203631.0
haryana,2020,4,121004,190752.0
haryana,2020,4,123401,193284.0
haryana,2020,4,122006,164637.0
haryana,2020,4,121005,143936.0
haryana,2020,4,121102,127019.0
haryana,2020,4,122002,119662.0
haryana,2020,4,124507,114610.0
haryana,2021,1,122001,349428.0
haryana,2021,1,121004,336339.0
haryana,2021,1,121003,305563.0
haryana,2021,1,121001,218872.0
haryana,2021,1,123401,198507.0
haryana,2021,1,122006,176327.0
haryana,2021,1,122051,137444.0
haryana,2021,1,122002,156010.0
haryana,2021,1,121102,136976.0
haryana,2021,1,122004,115760.0
haryana,2021,2,122001,394802.0
haryana,2021,2,122006,280696.0
haryana,2021,2,123401,310580.0
haryana,2021,2,121004,306663.0
haryana,2021,2,121003,286823.0
haryana,2021,2,121001,191084.0
haryana,2021,2,131001,244031.0
haryana,2021,2,121005,200416.0
haryana,2021,2,122051,149418.0
haryana,2021,2,124001,223885.0
haryana,2021,3,122001,704138.0
haryana,2021,3,122006,481888.0
haryana,2021,3,121004,372427.0
haryana,2021,3,121003,400611.0
haryana,2021,3,123401,414246.0
haryana,2021,3,122002,283482.0
haryana,2021,3,121001,230567.0
haryana,2021,3,122004,214822.0
haryana,2021,3,124507,278203.0
haryana,2021,3,121102,263515.0
haryana,2021,4,122001,1111507.0
haryana,2021,4,121003,796816.0
haryana,2021,4,121004,818260.0
haryana,2021,4,122006,698248.0
haryana,2021,4,121001,641154.0
haryana,2021,4,122002,591127.0
haryana,2021,4,123401,775398.0
haryana,2021,4,122003,433551.0
haryana,2021,4,124507,654682.0
haryana,2021,4,121005,356517.0
haryana,2022,1,122001,1456298.0
haryana,2022,1,122006,930112.0
haryana,2022,1,121003,923924.0
haryana,2022,1,121004,959640.0
haryana,2022,1,123401,850949.0
haryana,2022,1,122002,743202.0
haryana,2022,1,121001,685111.0
haryana,2022,1,122003,577598.0
haryana,2022,1,124001,669372.0
haryana,2022,1,132001,469015.0
haryana,2022,2,122001,1366070.0
haryana,2022,2,121004,1132802.0
haryana,2022,2,121003,920669.0
haryana,2022,2,122006,833884.0
haryana,2022,2,123401,979383.0
haryana,2022,2,121001,694788.0
haryana,2022,2,122002,550754.0
haryana,2022,2,124001,651675.0
haryana,2022,2,124507,636675.0
haryana,2022,2,122003,542526.0
haryana,2022,3,122001,1913882.0
haryana,2022,3,121004,1320600.0
haryana,2022,3,122006,1047031.0
haryana,2022,3,121003,996105.0
haryana,2022,3,122002,878354.0
haryana,2022,3,121001,887224.0
haryana,2022,3,123401,1001676.0
haryana,2022,3,122003,894200.0
haryana,2022,3,124507,1040956.0
haryana,2022,3,124001,912291.0
haryana,2022,4,122001,2580157.0
haryana,2022,4,122006,1631296.0
haryana,2022,4,121004,1632199.0
haryana,2022,4,121003,1379347.0
haryana,2022,4,121001,1419330.0
haryana,2022,4,122002,1234183.0
haryana,2022,4,123401,1389120.0
haryana,2022,4,124507,1207860.0
haryana,2022,4,122003,922953.0
haryana,2022,4,124001,1086393.0
haryana,2023,1,122001,2513445.0
haryana,2023,1,121004,1897743.0
haryana,2023,1,122006,1701853.0
haryana,2023,1,121003,1364454.0
haryana,2023,1,121001,1416454.0
haryana,2023,1,122002,1347681.0
haryana,2023,1,123401,1556937.0
haryana,2023,1,122003,1107966.0
haryana,2023,1,124507,1238613.0
haryana,2023,1,121002,1017959.0
haryana,2023,2,122001,2955207.0
haryana,2023,2,121004,1512572.0
haryana,2023,2,122006,1621105.0
haryana,2023,2,121003,1557262.0
haryana,2023,2,122002,1508096.0
haryana,2023,2,123401,1455605.0
haryana,2023,2,121001,1348515.0
haryana,2023,2,124507,1203110.0
haryana,2023,2,131001,1231515.0
haryana,2023,2,122003,996969.0
haryana,2023,3,122001,3051171.0
haryana,2023,3,122006,1766489.0
haryana,2023,3,121004,1763459.0
haryana,2023,3,122002,1465998.0
haryana,2023,3,121001,1381182.0
haryana,2023,3,121003,1443368.0
haryana,2023,3,123401,1533525.0
haryana,2023,3,122003,1023607.0
haryana,2023,3,122017,961221.0
haryana,2023,3,121002,1130945.0
haryana,2023,4,122001,3601541.0
haryana,2023,4,121004,2280862.0
haryana,2023,4,122006,2280572.0
haryana,2023,4,121003,2075904.0
haryana,2023,4,121001,1743232.0
haryana,2023,4,122002,1660548.0
haryana,2023,4,123401,2185547.0
haryana,2023,4,124507,1709667.0
haryana,2023,4,121102,1654000.0
haryana,2023,4,122003,1330139.0
haryana,2024,1,122001,3582671.0
haryana,2024,1,121004,2595411.0
haryana,2024,1,121003,2067243.0
haryana,2024,1,122006,2163779.0
haryana,2024,1,123401,2224599.0
haryana,2024,1,122002,2052922.0
haryana,2024,1,121001,1653002.0
haryana,2024,1,124507,1611721.0
haryana,2024,1,122003,1434346.0
haryana,2024,1,121102,1696527.0
haryana,2024,2,122001,3374341.0
haryana,2024,2,121004,2065332.0
haryana,2024,2,122006,1900231.0
haryana,2024,2,123401,1947044.0
haryana,2024,2,121003,1789551.0
haryana,2024,2,122002,1498756.0
haryana,2024,2,121001,1433101.0
haryana,2024,2,124507,1541899.0
haryana,2024,2,122003,1531295.0
haryana,2024,2,124001,1648092.0
haryana,2024,3,122001,3090606.0
haryana,2024,3,121004,2546658.0
haryana,2024,3,122006,2122754.0
haryana,2024,3,122002,2094086.0
haryana,2024,3,123401,1825757.0
haryana,2024,3,121001,1440186.0
haryana,2024,3,124001,1851219.0
haryana,2024,3,122017,1321420.0
haryana,2024,3,121102,1523600.0
haryana,2024,3,122004,1088139.0
haryana,2024,4,122001,3793725.0
haryana,2024,4,121004,3131294.0
haryana,2024,4,123401,2764894.0
haryana,2024,4,122006,2600616.0
haryana,2024,4,122002,2311409.0
haryana,2024,4,121001,1906209.0
haryana,2024,4,121102,2042046.0
haryana,2024,4,124001,1893128.0
haryana,2024,4,122004,1492730.0
haryana,2024,4,124507,1521988.0
himachal-pradesh,2020,2,175141,7664.0
himachal-pradesh,2020,2,173205,10096.0
himachal-pradesh,2020,2,175001,5929.0
himachal-pradesh,2020,2,171216,3492.0
himachal-pradesh,2020,2,174101,3927.0
himachal-pradesh,2020,2,173213,1386.0
himachal-pradesh,2020,2,173025,1512.0
himachal-pradesh,2020,2,171219,1416.0
himachal-pradesh,2020,2,176047,1674.0
himachal-pradesh,2020,2,177040,1217.0
himachal-pradesh,2020,3,173205,13283.0
himachal-pradesh,2020,3,174101,8918.0
himachal-pradesh,2020,3,173025,5860.0
himachal-pradesh,2020,3,173212,2869.0
himachal-pradesh,2020,3,173220,3461.0
himachal-pradesh,2020,3,171001,2471.0
himachal-pradesh,2020,3,175001,3853.0
himachal-pradesh,2020,3,175140,1719.0
himachal-pradesh,2020,3,176061,2587.0
